packet_count,byte_count,duration,avg_packet_size,mean_iat,var_iat,dst_ip,label
21,431,3.3,72,0.165,0.004357,192.168.1.36,0
15442,1250770,0.84,93,0.000165,5e-06,192.168.1.100,1
36,651,3.06,149,0.087429,0.007322,192.168.1.43,0
34,3954,1.51,125,0.045758,0.001264,192.168.1.13,0
12,404,4.91,48,0.446364,0.002796,192.168.1.8,0
13,3969,1.2,105,0.1,0.006492,192.168.1.6,0
8,1682,3.53,67,0.504286,0.004294,192.168.1.18,0
16,3254,3.59,107,0.239333,0.001634,192.168.1.22,0
28,3176,0.2,115,0.007407,0.007177,192.168.1.50,0
20,3963,4.19,116,0.220526,0.004744,192.168.1.11,0
13,893,2.25,116,0.1875,0.009914,192.168.1.32,0
16,3079,2.92,122,0.194667,0.004605,192.168.1.4,0
10,660,3.15,124,0.35,0.003116,192.168.1.24,0
33,2407,3.18,119,0.099375,0.008133,192.168.1.35,0
42,865,4.33,96,0.10561,0.003674,192.168.1.50,0
12,3537,0.17,111,0.015455,0.004149,192.168.1.20,0
12,2167,3.22,54,0.292727,0.005433,192.168.1.38,0
42,2205,0.21,137,0.005122,0.001136,192.168.1.33,0
43,2266,2.52,141,0.06,0.004288,192.168.1.15,0
34,4943,1.49,131,0.045152,0.000766,192.168.1.16,0
41,4045,2.34,50,0.0585,0.001163,192.168.1.9,0
38,1423,3.0,81,0.081081,0.004412,192.168.1.3,0
5,962,1.87,51,0.4675,0.009936,192.168.1.10,0
28,4860,2.89,147,0.107037,0.001972,192.168.1.3,0
5,3391,3.21,55,0.8025,0.003846,192.168.1.33,0
48,4408,3.62,119,0.077021,0.005066,192.168.1.40,0
34,1305,4.23,143,0.128182,0.002889,192.168.1.43,0
50,4930,4.07,140,0.083061,0.000111,192.168.1.18,0
14,1517,4.0,120,0.307692,0.009505,192.168.1.4,0
33,4021,1.1,43,0.034375,0.005052,192.168.1.8,0
17,2473,4.23,124,0.264375,0.002276,192.168.1.21,0
45,2100,0.96,91,0.021818,0.007979,192.168.1.10,0
33,1214,4.35,145,0.135937,0.007081,192.168.1.24,0
26,3394,2.24,131,0.0896,0.009291,192.168.1.34,0
35,2716,1.72,109,0.050588,0.009981,192.168.1.6,0
20,2548,2.67,130,0.140526,0.006406,192.168.1.42,0
42,1253,1.0,130,0.02439,0.002165,192.168.1.3,0
49,1437,0.4,71,0.008333,0.007505,192.168.1.44,0
6,1479,1.8,150,0.36,0.002796,192.168.1.36,0
19,3993,3.93,81,0.218333,0.003176,192.168.1.37,0
43,3879,3.19,116,0.075952,0.000375,192.168.1.16,0
19,1774,0.33,58,0.018333,0.00754,192.168.1.39,0
50,515,4.25,144,0.086735,0.000604,192.168.1.3,0
226,7785,0.46,55,0.002924,9.6e-05,192.168.1.169,1
47,4513,3.89,79,0.084565,0.008265,192.168.1.48,0
21,4760,1.93,113,0.0965,0.009339,192.168.1.33,0
20,1536,4.59,104,0.241579,0.006819,192.168.1.9,0
41,4490,4.92,125,0.123,0.008435,192.168.1.30,0
30,4316,2.68,71,0.092414,0.006946,192.168.1.48,0
29,355,2.13,145,0.076071,0.001126,192.168.1.3,0
7,2653,4.21,42,0.701667,0.002354,192.168.1.39,0
24,3414,1.99,59,0.086522,0.003878,192.168.1.46,0
45,4927,1.38,143,0.031364,0.002007,192.168.1.46,0
12,3523,3.57,83,0.324545,0.007328,192.168.1.11,0
23,1634,2.69,97,0.122273,0.004824,192.168.1.10,0
28,1459,2.4,72,0.088889,0.00837,192.168.1.46,0
36,2597,1.6,128,0.045714,0.009923,192.168.1.28,0
27,3346,2.35,73,0.090385,0.00605,192.168.1.8,0
47,446,1.21,68,0.026304,0.00573,192.168.1.22,0
36,4600,4.56,97,0.130286,0.003701,192.168.1.21,0
22,3193,2.1,99,0.1,0.006601,192.168.1.28,0
36,3542,3.5,91,0.1,0.003454,192.168.1.32,0
48,2895,1.7,103,0.03617,0.00374,192.168.1.36,0
27,1948,4.63,57,0.178077,0.007945,192.168.1.11,0
22,862,4.6,47,0.219048,0.000956,192.168.1.18,0
48,1431,4.35,65,0.092553,0.000515,192.168.1.27,0
17,2370,3.52,133,0.22,0.000183,192.168.1.34,0
15,2943,3.77,43,0.269286,0.003854,192.168.1.37,0
15,3575,0.21,42,0.015,0.007576,192.168.1.3,0
47,511,1.66,75,0.036087,0.001235,192.168.1.50,0
42,4051,3.99,46,0.097317,0.001643,192.168.1.34,0
22,3370,4.68,134,0.222857,0.002061,192.168.1.41,0
25,481,0.3,57,0.0125,0.007306,192.168.1.5,0
15,1834,3.17,67,0.226429,0.003918,192.168.1.34,0
21,2847,1.42,124,0.071,0.003942,192.168.1.42,0
48,4361,4.05,123,0.08617,0.005748,192.168.1.13,0
17,4550,4.81,127,0.300625,0.006396,192.168.1.36,0
30,1421,1.13,71,0.038966,0.002139,192.168.1.45,0
36,4364,2.78,74,0.079429,0.000875,192.168.1.45,0
34,1177,3.07,58,0.09303,0.000379,192.168.1.30,0
6,1082,1.65,123,0.33,0.007455,192.168.1.33,0
41,4357,4.59,101,0.11475,0.004396,192.168.1.17,0
28,523,1.48,122,0.054815,0.007438,192.168.1.20,0
15,4736,4.02,111,0.287143,0.001267,192.168.1.5,0
50,3433,2.45,72,0.05,0.005898,192.168.1.25,0
29,1988,0.59,75,0.021071,0.009679,192.168.1.12,0
5,4913,3.14,125,0.785,0.002116,192.168.1.9,0
41,2017,1.81,130,0.04525,0.000642,192.168.1.34,0
41,3917,1.39,93,0.03475,0.007822,192.168.1.17,0
39,444,0.62,48,0.016316,0.002066,192.168.1.42,0
17,4495,4.82,125,0.30125,0.000243,192.168.1.25,0
15,1712,2.82,133,0.201429,0.00911,192.168.1.37,0
48,1882,2.84,93,0.060426,0.007068,192.168.1.18,0
22,4737,1.81,77,0.08619,0.006246,192.168.1.4,0
17,3424,0.91,61,0.056875,0.002582,192.168.1.3,0
37,2898,0.32,140,0.008889,0.003298,192.168.1.19,0
36,4332,1.99,65,0.056857,0.004937,192.168.1.8,0
22,998,4.91,84,0.23381,0.004075,192.168.1.41,0
40,3262,4.17,137,0.106923,0.000593,192.168.1.22,0
15,4278,4.39,139,0.313571,0.009416,192.168.1.42,0
38,1657,2.66,127,0.071892,0.009234,192.168.1.43,0
50,4543,0.12,121,0.002449,0.00691,192.168.1.30,0
19,3768,2.87,88,0.159444,0.009069,192.168.1.8,0
39,2179,0.63,43,0.016579,0.009545,192.168.1.7,0
26,901,2.1,137,0.084,0.006085,192.168.1.25,0
13,4943,0.36,149,0.03,0.002081,192.168.1.40,0
21,3699,3.24,124,0.162,0.002696,192.168.1.28,0
34,2202,0.24,114,0.007273,0.006598,192.168.1.19,0
36,526,4.45,108,0.127143,0.002513,192.168.1.19,0
49,4992,4.94,144,0.102917,0.006464,192.168.1.22,0
21,822,1.64,71,0.082,0.002575,192.168.1.46,0
36,2532,1.54,118,0.044,0.007298,192.168.1.2,0
12,2324,1.83,74,0.166364,0.003422,192.168.1.14,0
21,2550,2.33,101,0.1165,0.002658,192.168.1.9,0
30,3712,2.66,51,0.091724,0.00503,192.168.1.12,0
31,2567,4.6,143,0.153333,0.00223,192.168.1.28,0
18,2446,4.19,112,0.246471,0.004542,192.168.1.31,0
47,4196,4.82,113,0.104783,0.003038,192.168.1.24,0
18,1990,4.71,105,0.277059,0.007364,192.168.1.36,0
8,3349,0.36,109,0.051429,0.009382,192.168.1.40,0
32,833,1.43,123,0.046129,0.002025,192.168.1.32,0
37,2187,1.89,120,0.0525,0.003408,192.168.1.40,0
14,3534,0.69,99,0.053077,0.007096,192.168.1.27,0
15,4919,0.69,110,0.049286,0.005938,192.168.1.26,0
49,4899,3.86,118,0.080417,0.005766,192.168.1.25,0
49,655,2.23,118,0.046458,0.003852,192.168.1.35,0
23,3311,0.64,132,0.029091,0.005003,192.168.1.45,0
50,4355,2.82,102,0.057551,0.002271,192.168.1.11,0
28,689,0.33,110,0.012222,0.008569,192.168.1.49,0
21,779,1.74,83,0.087,0.004626,192.168.1.20,0
31,3684,2.71,116,0.090333,0.006263,192.168.1.50,0
23,2681,3.63,100,0.165,0.002177,192.168.1.14,0
46,3376,2.06,134,0.045778,0.000356,192.168.1.38,0
24,4877,2.75,109,0.119565,0.008117,192.168.1.36,0
48,694,3.89,120,0.082766,0.007224,192.168.1.22,0
20,2302,1.38,71,0.072632,0.004966,192.168.1.43,0
18,3693,2.33,53,0.137059,0.000867,192.168.1.18,0
6,3484,4.28,64,0.856,0.005346,192.168.1.33,0
341,17410098,35.62,1468,0.269886,0.767511,10.0.0.8,1
15,660,2.9,117,0.207143,0.009758,192.168.1.25,0
15,1817,2.73,119,0.195,0.003932,192.168.1.31,0
45,2316,3.03,83,0.068864,0.005808,192.168.1.44,0
47,3676,3.53,97,0.076739,0.008835,192.168.1.19,0
37,1201,1.15,120,0.031944,0.001481,192.168.1.48,0
374,7102135,51.34,1465,0.202409,0.296115,10.0.0.5,1
27,2213,0.95,110,0.036538,0.009927,192.168.1.25,0
22,1711,0.62,45,0.029524,0.00973,192.168.1.39,0
18,2337,4.42,110,0.26,0.004649,192.168.1.8,0
22,3825,0.11,75,0.005238,0.002475,192.168.1.17,0
49,900,2.5,72,0.052083,0.001459,192.168.1.4,0
30,4143,2.17,103,0.074828,0.009134,192.168.1.28,0
38,2009,1.58,118,0.042703,0.005284,192.168.1.25,0
11,4564,4.86,138,0.486,0.002958,192.168.1.22,0
33,2191,1.62,108,0.050625,0.009896,192.168.1.49,0
38,380,4.25,119,0.114865,0.000438,192.168.1.50,0
16,1553,0.61,63,0.040667,0.002368,192.168.1.48,0
7,4178,1.69,55,0.281667,0.006473,192.168.1.24,0
21,467,2.41,141,0.1205,0.009472,192.168.1.30,0
9,3454,4.86,95,0.6075,0.007858,192.168.1.14,0
45,2646,2.86,89,0.065,0.006889,192.168.1.26,0
8,2963,2.33,48,0.332857,0.009102,192.168.1.36,0
15,4068,4.95,126,0.353571,0.009994,192.168.1.18,0
33,1666,3.76,105,0.1175,0.000211,192.168.1.42,0
48,3471,2.45,50,0.052128,0.006755,192.168.1.8,0
25,420,0.19,108,0.007917,0.002564,192.168.1.4,0
17,3569,0.5,81,0.03125,0.00616,192.168.1.44,0
50,1877,3.8,63,0.077551,0.001675,192.168.1.44,0
29,1563,1.44,105,0.051429,0.005352,192.168.1.41,0
27,1183,1.8,69,0.069231,0.003438,192.168.1.4,0
41,4301,1.68,68,0.042,0.001593,192.168.1.50,0
41,2467,0.8,52,0.02,0.003859,192.168.1.11,0
47,3316,3.15,135,0.068478,0.009671,192.168.1.8,0
48,3942,0.62,41,0.013191,0.001126,192.168.1.50,0
50,2025,3.72,114,0.075918,0.001266,192.168.1.31,0
11,661,2.29,120,0.229,0.003933,192.168.1.9,0
39,3677,3.35,131,0.088158,0.003071,192.168.1.48,0
39,4673,4.63,97,0.121842,0.005969,192.168.1.39,0
29,1153,3.28,113,0.117143,0.009764,192.168.1.33,0
26,2018,0.54,70,0.0216,0.006446,192.168.1.35,0
11,934,2.67,87,0.267,0.003416,192.168.1.50,0
14,3817,2.34,141,0.18,0.009628,192.168.1.18,0
40,2726,4.72,62,0.121026,0.00819,192.168.1.18,0
20,348,3.69,138,0.194211,0.002841,192.168.1.45,0
30,1642,4.04,82,0.13931,0.003439,192.168.1.50,0
33,4775,4.52,62,0.14125,0.007068,192.168.1.21,0
47,3214,3.44,150,0.074783,0.002858,192.168.1.10,0
23,3883,1.28,132,0.058182,0.002709,192.168.1.2,0
38,1564,1.4,83,0.037838,0.006456,192.168.1.46,0
35,3209,3.75,147,0.110294,0.003953,192.168.1.36,0
41,4197,0.42,134,0.0105,0.002961,192.168.1.8,0
12,3238,0.79,134,0.071818,0.003706,192.168.1.46,0
37,1735,0.84,52,0.023333,0.005711,192.168.1.44,0
28,1093,3.63,71,0.134444,0.001961,192.168.1.4,0
34,4664,0.75,64,0.022727,0.003852,192.168.1.46,0
24,2991,4.19,89,0.182174,0.000558,192.168.1.2,0
36,2813,4.96,74,0.141714,0.001002,192.168.1.7,0
36,3076,0.46,116,0.013143,0.004351,192.168.1.47,0
30,4336,2.42,57,0.083448,0.005058,192.168.1.24,0
5,2065,1.1,40,0.275,0.008514,192.168.1.38,0
37,2886,3.01,68,0.083611,0.002866,192.168.1.19,0
48,827,3.29,85,0.07,0.006975,192.168.1.30,0
39,1290,1.16,110,0.030526,0.004848,192.168.1.34,0
50,1670,4.46,51,0.09102,0.002485,192.168.1.32,0
36,4671,4.51,102,0.128857,0.005173,192.168.1.18,0
36,1015,1.85,139,0.052857,0.000433,192.168.1.13,0
14,1028,3.39,50,0.260769,0.001988,192.168.1.10,0
20,4996,4.09,79,0.215263,0.009523,192.168.1.28,0
32,4791,4.99,141,0.160968,0.006346,192.168.1.12,0
27,2954,3.58,69,0.137692,0.007847,192.168.1.43,0
19,4638,4.89,73,0.271667,0.005066,192.168.1.50,0
21,2276,4.05,150,0.2025,0.005553,192.168.1.27,0
29,3969,4.34,77,0.155,0.008207,192.168.1.39,0
43,4909,3.93,89,0.093571,0.009479,192.168.1.48,0
39,1523,0.73,129,0.019211,0.007732,192.168.1.39,0
15,3053,3.29,77,0.235,0.001463,192.168.1.19,0
10,4098,4.69,40,0.521111,0.008982,192.168.1.3,0
46,3603,3.61,103,0.080222,0.003537,192.168.1.33,0
42,4889,2.45,81,0.059756,0.00612,192.168.1.11,0
50,1429,4.47,88,0.091224,0.007466,192.168.1.6,0
46,1322,3.85,79,0.085556,0.004025,192.168.1.44,0
44,4436,0.84,54,0.019535,0.008063,192.168.1.2,0
15,4883,3.29,87,0.235,0.00516,192.168.1.4,0
38,2846,0.11,142,0.002973,0.000885,192.168.1.45,0
23,2310,1.84,52,0.083636,0.009127,192.168.1.48,0
7,4996,0.91,120,0.151667,0.00334,192.168.1.48,0
17,4696,1.83,145,0.114375,0.007736,192.168.1.11,0
6,4504,0.16,48,0.032,0.000238,192.168.1.26,0
44,1304,1.49,110,0.034651,0.00813,192.168.1.17,0
14,1967,2.78,104,0.213846,0.007172,192.168.1.8,0
36,674,2.3,129,0.065714,0.009203,192.168.1.23,0
32,4677,2.18,101,0.070323,0.009426,192.168.1.31,0
17,2418,0.86,140,0.05375,0.003479,192.168.1.17,0
30,1803,1.88,59,0.064828,0.005486,192.168.1.35,0
15,4915,0.55,83,0.039286,0.00635,192.168.1.21,0
14,1816,0.53,90,0.040769,0.008886,192.168.1.13,0
34,1959,2.21,52,0.06697,0.001532,192.168.1.42,0
42,2667,3.47,126,0.084634,0.006114,192.168.1.39,0
27,4506,0.5,66,0.019231,0.001232,192.168.1.19,0
22,1024,3.08,114,0.146667,0.009271,192.168.1.36,0
15,1063,1.15,60,0.082143,0.00607,192.168.1.24,0
29,2730,3.17,77,0.113214,0.007152,192.168.1.35,0
9,3323,0.63,130,0.07875,0.009963,192.168.1.12,0
39,2898,3.71,120,0.097632,0.003667,192.168.1.20,0
9,3824,0.61,95,0.07625,0.008658,192.168.1.16,0
24,4104,1.76,107,0.076522,0.006965,192.168.1.14,0
29,2271,3.5,44,0.125,0.008376,192.168.1.4,0
16,3097,4.45,111,0.296667,0.000631,192.168.1.5,0
17,2214,4.55,112,0.284375,0.001543,192.168.1.17,0
19,1620,4.06,147,0.225556,0.007914,192.168.1.21,0
29,2792,4.24,100,0.151429,0.001569,192.168.1.44,0
18,2147,1.04,150,0.061176,0.008443,192.168.1.45,0
26,649,2.81,48,0.1124,0.003101,192.168.1.11,0
12,2682,3.68,67,0.334545,0.005958,192.168.1.19,0
45,691,4.25,81,0.096591,0.004122,192.168.1.50,0
47,4885,3.15,118,0.068478,0.0077,192.168.1.13,0
40,4606,3.38,56,0.086667,0.004379,192.168.1.30,0
30,2053,0.89,121,0.03069,0.003061,192.168.1.50,0
45,405,1.33,43,0.030227,0.001059,192.168.1.16,0
10,1834,3.47,131,0.385556,0.005608,192.168.1.23,0
23,3325,2.06,96,0.093636,0.001271,192.168.1.25,0
29,4601,2.47,144,0.088214,0.009597,192.168.1.2,0
13,1359,0.89,119,0.074167,0.008126,192.168.1.28,0
29,3436,3.83,96,0.136786,0.009109,192.168.1.25,0
5,1726,2.03,54,0.5075,0.004948,192.168.1.4,0
33,3885,3.81,59,0.119063,0.007263,192.168.1.24,0
30,766,3.09,41,0.106552,0.000851,192.168.1.9,0
44,4089,3.09,48,0.07186,0.000752,192.168.1.6,0
50,4446,3.35,65,0.068367,0.005735,192.168.1.19,0
30,1726,0.25,137,0.008621,0.006456,192.168.1.3,0
33,4921,4.56,64,0.1425,0.002878,192.168.1.18,0
12,2333,1.2,102,0.109091,0.007878,192.168.1.47,0
47,1513,0.51,50,0.011087,0.001889,192.168.1.20,0
43,4218,3.38,103,0.080476,0.004789,192.168.1.39,0
49,1830,1.54,103,0.032083,0.000474,192.168.1.41,0
35,2622,2.83,62,0.083235,0.000544,192.168.1.26,0
30,1140,1.12,77,0.038621,0.002813,192.168.1.36,0
34,921,3.35,78,0.101515,0.004745,192.168.1.5,0
38,4592,2.03,149,0.054865,0.000966,192.168.1.10,0
30,4132,3.38,110,0.116552,0.002238,192.168.1.21,0
11,4889,2.89,131,0.289,0.00073,192.168.1.33,0
32,2537,1.51,83,0.04871,0.008801,192.168.1.36,0
37,371,3.96,124,0.11,0.009189,192.168.1.32,0
6,4374,3.51,139,0.702,0.004312,192.168.1.25,0
41,3040,1.88,59,0.047,0.008614,192.168.1.18,0
26,894,0.27,70,0.0108,0.001671,192.168.1.15,0
8,2180,0.89,61,0.127143,0.004963,192.168.1.17,0
20,973,3.08,69,0.162105,0.00267,192.168.1.37,0
14,3577,4.33,85,0.333077,0.004691,192.168.1.48,0
13,1859,1.29,92,0.1075,0.00632,192.168.1.48,0
20,2258,4.39,81,0.231053,0.001447,192.168.1.8,0
6,1617,0.18,58,0.036,0.008861,192.168.1.37,0
26,3469,2.43,45,0.0972,0.006213,192.168.1.14,0
21,831,2.08,74,0.104,0.004568,192.168.1.19,0
12,3197,0.81,146,0.073636,0.006186,192.168.1.21,0
29,1942,0.21,113,0.0075,0.009645,192.168.1.7,0
10,1963,4.36,77,0.484444,0.008741,192.168.1.47,0
37,2789,4.0,47,0.111111,0.007213,192.168.1.18,0
45,1878,4.13,75,0.093864,0.007799,192.168.1.21,0
30,3322,0.57,41,0.019655,0.003607,192.168.1.38,0
30,4072,1.17,125,0.040345,0.008885,192.168.1.11,0
14706,1498249,1.75,155,0.000348,7e-06,192.168.1.100,1
28,3193,2.78,148,0.102963,0.005849,192.168.1.28,0
6,2073,3.1,65,0.62,0.001558,192.168.1.13,0
34,2996,4.09,79,0.123939,0.007275,192.168.1.28,0
39,4155,0.98,150,0.025789,0.008461,192.168.1.3,0
15143,1338003,1.53,85,0.000107,2e-06,192.168.1.100,1
29,3331,2.82,55,0.100714,0.002509,192.168.1.19,0
6,966,0.84,134,0.168,0.001154,192.168.1.38,0
6,707,3.2,43,0.64,0.009157,192.168.1.26,0
26,4384,2.95,115,0.118,0.000242,192.168.1.35,0
38,3687,2.91,44,0.078649,0.007077,192.168.1.7,0
12,4311,4.46,60,0.405455,0.001466,192.168.1.12,0
45,3170,1.82,85,0.041364,0.000279,192.168.1.36,0
463,8879,0.8,45,0.001094,4.9e-05,192.168.1.114,1
25,2874,4.16,60,0.173333,0.009653,192.168.1.20,0
26,628,2.74,62,0.1096,0.00748,192.168.1.22,0
19,4109,2.98,143,0.165556,0.004764,192.168.1.26,0
9,1233,0.77,54,0.09625,0.009919,192.168.1.41,0
14,398,4.19,85,0.322308,0.0079,192.168.1.30,0
43,2398,4.02,69,0.095714,0.000485,192.168.1.40,0
5,4627,4.08,46,1.02,0.008581,192.168.1.10,0
14,3307,4.84,45,0.372308,0.006621,192.168.1.34,0
47,1335,1.79,93,0.038913,0.001544,192.168.1.26,0
21,4760,0.46,60,0.023,0.002107,192.168.1.10,0
42,447,4.66,127,0.113659,0.006827,192.168.1.20,0
37,3023,0.61,67,0.016944,0.000312,192.168.1.46,0
38,3133,4.67,68,0.126216,0.009049,192.168.1.30,0
32,403,3.08,56,0.099355,0.007475,192.168.1.38,0
6,3251,0.59,104,0.118,0.002337,192.168.1.10,0
28,362,0.49,106,0.018148,0.007594,192.168.1.13,0
28,961,4.83,119,0.178889,0.002519,192.168.1.35,0
42,660,3.9,144,0.095122,0.004496,192.168.1.28,0
48,3290,3.2,85,0.068085,0.002057,192.168.1.18,0
14,3572,2.03,56,0.156154,0.003909,192.168.1.35,0
34,2847,4.63,109,0.140303,0.003621,192.168.1.18,0
39,2732,1.24,132,0.032632,0.009455,192.168.1.27,0
18,2919,1.12,49,0.065882,0.006932,192.168.1.20,0
31,616,0.16,121,0.005333,0.009032,192.168.1.19,0
30,420,4.46,77,0.153793,0.002474,192.168.1.3,0
30,1224,4.95,150,0.17069,0.009283,192.168.1.7,0
44,396,3.21,56,0.074651,0.000911,192.168.1.46,0
45,1197,2.02,63,0.045909,0.006114,192.168.1.6,0
8,3519,1.88,127,0.268571,0.007098,192.168.1.8,0
18,2820,4.78,93,0.281176,0.001495,192.168.1.43,0
43,3836,1.76,135,0.041905,0.005506,192.168.1.3,0
17,3411,4.87,100,0.304375,0.007132,192.168.1.21,0
33,4264,1.26,76,0.039375,0.004568,192.168.1.34,0
21,4966,3.23,54,0.1615,0.006326,192.168.1.24,0
8,2463,3.45,71,0.492857,0.000331,192.168.1.43,0
17,4141,3.66,135,0.22875,0.001117,192.168.1.28,0
43,1026,3.24,103,0.077143,0.008122,192.168.1.29,0
32,4708,1.29,131,0.041613,0.003322,192.168.1.40,0
22,2593,3.69,124,0.175714,0.004784,192.168.1.25,0
18546,1164212,1.4,191,0.000272,2e-06,192.168.1.100,1
47,655,2.46,130,0.053478,0.001177,192.168.1.20,0
22,3249,0.52,50,0.024762,0.005943,192.168.1.50,0
30,2674,0.93,140,0.032069,0.005413,192.168.1.39,0
37,1768,3.81,44,0.105833,0.003992,192.168.1.46,0
39,2930,3.12,41,0.082105,0.009542,192.168.1.19,0
31,3377,4.27,132,0.142333,0.005804,192.168.1.46,0
25,4528,2.55,87,0.10625,0.005045,192.168.1.36,0
26,3186,0.48,112,0.0192,0.008562,192.168.1.38,0
40,2996,2.99,96,0.076667,0.001705,192.168.1.7,0
33,3000,2.72,41,0.085,0.006576,192.168.1.33,0
28,2509,2.73,114,0.101111,0.005221,192.168.1.22,0
38,2298,0.57,118,0.015405,0.009964,192.168.1.22,0
44,3981,2.95,149,0.068605,0.009054,192.168.1.8,0
16,2192,2.96,92,0.197333,0.009432,192.168.1.11,0
17,812,1.04,138,0.065,0.004695,192.168.1.38,0
19,437,3.19,113,0.177222,0.009233,192.168.1.47,0
45,1821,3.31,125,0.075227,0.006197,192.168.1.27,0
13,4089,1.55,108,0.129167,0.002338,192.168.1.25,0
39,2610,4.85,67,0.127632,0.007276,192.168.1.14,0
37,2072,0.63,60,0.0175,0.004982,192.168.1.18,0
42,778,3.27,41,0.079756,0.002708,192.168.1.18,0
37,3307,2.52,77,0.07,0.008636,192.168.1.16,0
6,4118,4.57,139,0.914,0.002927,192.168.1.26,0
18,3844,1.29,75,0.075882,0.002945,192.168.1.35,0
5,411,3.65,119,0.9125,0.002911,192.168.1.5,0
33,3458,1.47,140,0.045937,0.000699,192.168.1.44,0
8,4188,2.29,92,0.327143,0.005971,192.168.1.12,0
449,5114020,44.85,1058,0.056106,0.993266,10.0.0.8,1
19,4222,2.5,103,0.138889,0.009168,192.168.1.26,0
10,1378,1.62,53,0.18,0.006851,192.168.1.5,0
29,1969,4.88,79,0.174286,0.004395,192.168.1.44,0
5,1644,1.41,81,0.3525,0.006762,192.168.1.10,0
277,8924250,42.26,1316,0.250987,0.241373,10.0.0.10,1
391,8550,0.64,44,0.003302,1.3e-05,192.168.1.127,1
19,1587,4.38,58,0.243333,0.004664,192.168.1.45,0
35,4477,1.13,97,0.033235,0.008755,192.168.1.32,0
13,518,2.29,130,0.190833,0.000847,192.168.1.15,0
23,1540,0.22,78,0.01,0.001138,192.168.1.49,0
36,3586,1.38,42,0.039429,0.001936,192.168.1.15,0
18676,1796092,0.6,197,0.000162,7e-06,192.168.1.100,1
12,3868,3.25,148,0.295455,0.006274,192.168.1.38,0
29,683,1.3,109,0.046429,0.009903,192.168.1.35,0
49,3920,4.19,109,0.087292,0.002789,192.168.1.24,0
22,383,0.58,139,0.027619,0.005275,192.168.1.5,0
12771,1593209,1.43,57,0.000171,3e-06,192.168.1.100,1
19,4618,2.32,142,0.128889,0.005587,192.168.1.27,0
46,4929,0.97,135,0.021556,0.003411,192.168.1.38,0
355,5046175,30.66,1339,0.456141,0.911594,10.0.0.9,1
23,4699,3.55,68,0.161364,0.008033,192.168.1.12,0
49,4497,0.12,109,0.0025,0.000105,192.168.1.33,0
50,3327,3.51,138,0.071633,0.003919,192.168.1.34,0
485,3871,0.39,55,0.001152,3e-05,192.168.1.205,1
34,1577,0.25,128,0.007576,0.007461,192.168.1.49,0
42,2057,4.48,92,0.109268,0.006884,192.168.1.13,0
29,4649,1.04,101,0.037143,0.00258,192.168.1.17,0
406,4484,0.8,46,0.001306,4.7e-05,192.168.1.126,1
47,4003,0.67,112,0.014565,0.002121,192.168.1.6,0
43,2220,1.78,134,0.042381,0.005536,192.168.1.34,0
190,4589,0.16,51,0.003085,3.6e-05,192.168.1.20,1
20,3976,4.15,140,0.218421,0.003881,192.168.1.15,0
45,4831,1.69,115,0.038409,0.005756,192.168.1.13,0
44,1565,4.33,42,0.100698,0.00694,192.168.1.32,0
33,2647,1.29,100,0.040313,0.001941,192.168.1.21,0
5,1920,3.98,79,0.995,0.00238,192.168.1.21,0
28,1341,2.01,85,0.074444,0.003698,192.168.1.39,0
30,4728,0.72,123,0.024828,0.008234,192.168.1.18,0
50,4441,3.63,93,0.074082,0.000314,192.168.1.13,0
23,969,0.93,94,0.042273,0.008247,192.168.1.7,0
17,4626,0.24,73,0.015,0.000878,192.168.1.5,0
30,4464,2.11,99,0.072759,0.00714,192.168.1.3,0
5,4931,1.25,106,0.3125,0.007003,192.168.1.42,0
18,904,1.47,126,0.086471,0.001343,192.168.1.46,0
32,4213,0.69,43,0.022258,0.004126,192.168.1.28,0
6,2872,3.58,57,0.716,0.009655,192.168.1.41,0
11,2597,3.94,144,0.394,0.007421,192.168.1.17,0
43,4184,1.04,67,0.024762,0.002062,192.168.1.38,0
10,1867,4.63,129,0.514444,0.006987,192.168.1.15,0
39,1609,0.26,112,0.006842,0.000987,192.168.1.38,0
42,4238,3.37,45,0.082195,0.006521,192.168.1.9,0
19,2741,2.71,77,0.150556,0.004328,192.168.1.29,0
26,2001,4.17,40,0.1668,0.006474,192.168.1.29,0
46,323,2.49,141,0.055333,0.009072,192.168.1.21,0
48,4150,2.36,118,0.050213,0.000117,192.168.1.11,0
14,4250,3.12,56,0.24,0.00666,192.168.1.45,0
18,4663,3.5,43,0.205882,0.004631,192.168.1.42,0
40,1465,4.72,63,0.121026,0.0072,192.168.1.11,0
13,525,1.87,141,0.155833,0.008301,192.168.1.30,0
15,4372,3.96,46,0.282857,0.003156,192.168.1.2,0
35,4633,2.5,74,0.073529,0.004684,192.168.1.48,0
18,3799,0.62,70,0.036471,0.008619,192.168.1.28,0
41,892,4.02,104,0.1005,0.007268,192.168.1.33,0
46,4743,3.27,140,0.072667,0.000724,192.168.1.5,0
39,4291,0.19,108,0.005,0.004065,192.168.1.9,0
47,1898,1.05,144,0.022826,0.001027,192.168.1.34,0
40,2601,4.02,128,0.103077,0.005185,192.168.1.29,0
10,2280,0.24,115,0.026667,0.004644,192.168.1.29,0
49,1765,4.49,134,0.093542,0.008932,192.168.1.17,0
40,4062,4.24,58,0.108718,0.001548,192.168.1.10,0
43,1523,1.66,90,0.039524,0.003301,192.168.1.47,0
